# of objectives = 2, # of constraints = 2, # of real_var = 25, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
-0.35905	0.02197			0.00003	0.09997			0.98986	0.00005	0.00012	0.00156	0.00000	0.00000	0.00532	0.00034	0.00000	0.00004	0.00001	0.00000	0.00000	0.00000	0.00194	0.00002	0.00001	0.00053	0.00000	0.00001	0.00000	0.00014	0.00000	0.00001	0.00003	
0.04234	0.00256			0.09967	0.00033			0.00069	0.41014	0.00002	0.11737	0.00000	0.00000	0.00098	0.00006	0.00000	0.02020	0.00002	0.04523	0.02550	0.00000	0.00001	0.00161	0.10587	0.01542	0.04592	0.00001	0.02768	0.03457	0.04902	0.00000	0.00000	
-0.20018	0.01042			0.04913	0.05087			0.54195	0.00006	0.00055	0.08660	0.00000	0.00016	0.01559	0.00004	0.00000	0.00000	0.00000	0.00003	0.00000	0.00000	0.00018	0.00002	0.00013	0.00020	0.00050	0.00034	0.21141	0.00015	0.00000	0.09283	0.00010	
-0.26830	0.01422			0.00635	0.09365			0.75868	0.00012	0.00006	0.01320	0.00000	0.00001	0.00417	0.00034	0.00000	0.00000	0.00001	0.00010	0.00000	0.00000	0.00084	0.00000	0.00058	0.00013	0.00016	0.00014	0.01070	0.00031	0.00000	0.20403	0.00006	
-0.33557	0.01972			0.00284	0.09716			0.93261	0.00007	0.00003	0.00103	0.00001	0.00000	0.00522	0.00008	0.00000	0.00000	0.00000	0.00001	0.00000	0.00000	0.00048	0.00002	0.00003	0.00012	0.00001	0.00016	0.00024	0.00031	0.00001	0.05671	0.00001	
-0.00218	0.00311			0.09292	0.00708			0.03865	0.38021	0.00047	0.16903	0.00000	0.00001	0.00004	0.00001	0.00000	0.02578	0.00005	0.00264	0.00002	0.00000	0.00069	0.00005	0.11000	0.00019	0.03325	0.00001	0.08950	0.00051	0.05283	0.00310	0.00001	
-0.16282	0.00854			0.06003	0.03997			0.39289	0.00943	0.00004	0.20750	0.00000	0.00004	0.00142	0.00010	0.00003	0.00003	0.00048	0.00008	0.00001	0.00001	0.00056	0.00008	0.00757	0.00034	0.00000	0.00016	0.24823	0.00046	0.00542	0.06485	0.00024	
0.01116	0.00295			0.09895	0.00105			0.05593	0.36932	0.00014	0.12085	0.00000	0.00000	0.00022	0.00001	0.00000	0.00170	0.00002	0.04057	0.01430	0.00000	0.00040	0.00159	0.10704	0.00373	0.04716	0.00001	0.03135	0.05157	0.05489	0.00002	0.00021	
-0.27333	0.01464			0.01425	0.08575			0.77035	0.00217	0.00010	0.01714	0.00000	0.00000	0.00009	0.00033	0.00000	0.00000	0.00002	0.00002	0.00000	0.00000	0.00008	0.00007	0.00153	0.00083	0.00000	0.00015	0.00255	0.00298	0.00000	0.18725	0.00007	
-0.19413	0.01001			0.05078	0.04922			0.52907	0.00022	0.00010	0.10433	0.00000	0.00000	0.00104	0.00002	0.00000	0.00001	0.00006	0.00004	0.00000	0.00000	0.00039	0.00002	0.00075	0.00003	0.00000	0.00001	0.20773	0.00115	0.00007	0.10408	0.00008	
