# of objectives = 2, # of constraints = 2, # of real_var = 17, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
0.06843	0.00237			0.09934	0.00066			0.06386	0.39950	0.00000	0.11920	0.00000	0.00000	0.00276	0.00000	0.00001	0.01887	0.00000	0.20332	0.08319	0.00003	0.00000	0.00000	0.00992	
-0.35979	0.02199			0.00005	0.09995			0.99881	0.00005	0.00007	0.00064	0.00004	0.00000	0.00017	0.00001	0.00000	0.00000	0.00002	0.00000	0.00000	0.00004	0.00008	0.00000	0.00000	
-0.27385	0.01641			0.05216	0.04784			0.65511	0.00009	0.00000	0.24096	0.00013	0.00046	0.00228	0.00000	0.00002	0.00197	0.00133	0.00007	0.00004	0.00001	0.00001	0.00000	0.04534	
-0.00464	0.00335			0.09992	0.00008			0.01710	0.35317	0.00002	0.20699	0.00004	0.00000	0.00070	0.00001	0.00005	0.00129	0.00001	0.00000	0.00087	0.00001	0.00014	0.00000	0.31967	
0.04585	0.00247			0.09971	0.00029			0.07959	0.37694	0.00021	0.10393	0.00000	0.00000	0.00115	0.00000	0.00002	0.08156	0.00399	0.11893	0.01080	0.00008	0.00000	0.00000	0.12308	
-0.30484	0.01830			0.04168	0.05832			0.76834	0.00294	0.00004	0.16480	0.00003	0.00000	0.00070	0.00009	0.00008	0.00010	0.00008	0.00002	0.00000	0.00001	0.00049	0.00000	0.02061	
-0.11026	0.00736			0.01488	0.08512			0.38688	0.00070	0.00009	0.20062	0.00001	0.00000	0.00063	0.00003	0.00002	0.00012	0.00000	0.00029	0.00011	0.00001	0.00021	0.00002	0.39539	
0.06361	0.00243			0.08818	0.01182			0.05397	0.39950	0.00000	0.11685	0.00002	0.00000	0.01976	0.00000	0.00001	0.00217	0.00003	0.20332	0.08319	0.00003	0.00064	0.00001	0.03233	
-0.26376	0.01574			0.05107	0.04893			0.67524	0.00011	0.00001	0.18496	0.00020	0.00000	0.00066	0.00143	0.00001	0.00013	0.00003	0.00036	0.00001	0.00000	0.00015	0.00001	0.08563	
-0.07770	0.00591			0.04540	0.05460			0.25478	0.14258	0.00005	0.20782	0.00013	0.00003	0.00098	0.00000	0.00009	0.00115	0.00001	0.00001	0.00072	0.00000	0.00025	0.00001	0.34599	
-0.21190	0.01270			0.00125	0.09875			0.55687	0.00297	0.00006	0.19144	0.00003	0.00002	0.03216	0.00000	0.00019	0.00010	0.00019	0.00011	0.00139	0.00008	0.00279	0.00005	0.21030	
-0.25047	0.01500			0.07980	0.02020			0.64326	0.00072	0.00017	0.18738	0.00021	0.00103	0.00031	0.00022	0.00011	0.00394	0.00003	0.00409	0.00003	0.00002	0.00000	0.00001	0.07867	
-0.17181	0.01036			0.03804	0.06196			0.46327	0.00308	0.00006	0.20688	0.00005	0.00003	0.02975	0.00000	0.00002	0.00083	0.00000	0.00008	0.00000	0.00002	0.00000	0.00000	0.25788	
0.03985	0.00260			0.08147	0.01853			0.09942	0.38140	0.00021	0.09746	0.00000	0.00000	0.00111	0.00000	0.00001	0.08156	0.00399	0.11893	0.01080	0.00008	0.00000	0.00000	0.12355	
-0.22707	0.01358			0.06636	0.03364			0.58579	0.01710	0.00041	0.19749	0.00004	0.00011	0.00053	0.00000	0.00002	0.00000	0.00004	0.00005	0.00001	0.00008	0.00051	0.00000	0.13145	
-0.30893	0.01863			0.04609	0.05391			0.73631	0.00089	0.00023	0.16270	0.00001	0.00000	0.04420	0.00019	0.00010	0.00043	0.00001	0.00029	0.00001	0.00000	0.00019	0.00000	0.00835	
-0.11628	0.00771			0.03875	0.06125			0.37375	0.05903	0.00019	0.19153	0.00003	0.00000	0.00569	0.00183	0.00013	0.00002	0.00021	0.00009	0.01306	0.00025	0.00015	0.00000	0.31528	
-0.28331	0.01697			0.07512	0.02488			0.68634	0.00006	0.00002	0.20978	0.00005	0.00006	0.00230	0.00019	0.00001	0.00009	0.00000	0.00029	0.00004	0.00002	0.00031	0.00000	0.02531	
-0.02085	0.00376			0.08636	0.01364			0.07767	0.32748	0.00000	0.18499	0.00005	0.00006	0.00034	0.00000	0.00008	0.00001	0.00016	0.00506	0.00005	0.00002	0.00166	0.00004	0.31596	
-0.24635	0.01464			0.01091	0.08909			0.65492	0.00043	0.00007	0.18662	0.00001	0.00000	0.00038	0.00000	0.00003	0.00058	0.00000	0.00009	0.00000	0.00005	0.00010	0.00001	0.14579	
-0.19433	0.01161			0.01921	0.08079			0.53791	0.00072	0.00044	0.21127	0.00005	0.00006	0.00144	0.00001	0.00007	0.00003	0.00008	0.00433	0.00001	0.00002	0.00002	0.00005	0.22429	
-0.29837	0.01791			0.03130	0.06870			0.74835	0.00072	0.00008	0.18649	0.00006	0.00000	0.00059	0.00000	0.00004	0.00013	0.00011	0.00491	0.00001	0.00006	0.00019	0.00001	0.02695	
-0.33213	0.02002			0.01246	0.08754			0.85452	0.00213	0.00031	0.12600	0.00001	0.00014	0.00216	0.00000	0.00001	0.00002	0.00023	0.00008	0.00001	0.00036	0.00003	0.00000	0.00154	
-0.29059	0.01747			0.09758	0.00242			0.74845	0.00146	0.00009	0.12855	0.00001	0.00003	0.00075	0.00000	0.00020	0.00023	0.00018	0.00000	0.00006	0.00007	0.00082	0.00000	0.02151	
-0.13380	0.00828			0.09432	0.00568			0.45103	0.00043	0.00005	0.13333	0.00003	0.00002	0.00127	0.00000	0.00001	0.00002	0.00003	0.00025	0.00000	0.00001	0.00007	0.00000	0.31912	
