# of objectives = 2, # of constraints = 2, # of real_var = 9, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
0.01532	0.00505			0.09963	0.00037			0.00015	0.38394	0.00008	0.22932	0.00000	0.00145	0.00003	0.00001	0.28540	
-0.35918	0.02196			0.00002	0.09998			0.98927	0.00028	0.00007	0.00265	0.00011	0.00000	0.00760	0.00000	0.00000	
-0.27659	0.01689			0.05943	0.04057			0.62640	0.04270	0.00008	0.26420	0.00000	0.00448	0.00039	0.00003	0.00228	
-0.28470	0.01711			0.09676	0.00324			0.66196	0.00007	0.00001	0.23458	0.00003	0.00026	0.00589	0.00000	0.00043	
-0.21358	0.01368			0.06978	0.03022			0.51490	0.02546	0.00002	0.27430	0.00009	0.00464	0.00722	0.00000	0.10360	
-0.35006	0.02128			0.00059	0.09941			0.94372	0.00013	0.00001	0.04711	0.00001	0.00069	0.00583	0.00000	0.00192	
-0.34385	0.02096			0.02924	0.07076			0.94372	0.00013	0.00001	0.02393	0.00001	0.00069	0.00035	0.00000	0.00192	
-0.10584	0.00888			0.09771	0.00229			0.28095	0.09580	0.00053	0.27726	0.00001	0.00457	0.01985	0.00002	0.22330	
-0.22175	0.01395			0.09963	0.00037			0.53335	0.01271	0.00000	0.26524	0.00002	0.00189	0.00276	0.00009	0.08430	
-0.23900	0.01480			0.09788	0.00212			0.57945	0.00068	0.00008	0.24469	0.00124	0.00588	0.00390	0.00062	0.06557	
-0.04685	0.00662			0.09627	0.00373			0.09400	0.36923	0.00001	0.24993	0.00000	0.00019	0.00039	0.00013	0.18985	
-0.09466	0.00851			0.08356	0.01644			0.28949	0.11815	0.00007	0.25065	0.00006	0.00128	0.00838	0.00001	0.24837	
-0.11806	0.00948			0.06824	0.03176			0.33159	0.09351	0.00000	0.27726	0.00001	0.00408	0.00197	0.00002	0.22330	
-0.14756	0.01057			0.09884	0.00116			0.37837	0.08121	0.00001	0.26637	0.00004	0.00212	0.00447	0.00000	0.16856	
-0.00796	0.00545			0.09473	0.00527			0.03640	0.39039	0.00010	0.22948	0.00019	0.00000	0.00048	0.00000	0.24823	
-0.01999	0.00576			0.09535	0.00465			0.05524	0.39039	0.00009	0.23000	0.00001	0.00008	0.00048	0.00000	0.22835	
-0.03781	0.00627			0.09991	0.00009			0.06968	0.37549	0.00000	0.25257	0.00005	0.01146	0.00039	0.00006	0.19039	
-0.20700	0.01324			0.09424	0.00576			0.51965	0.00009	0.00000	0.26538	0.00008	0.00162	0.00092	0.00001	0.11801	
-0.22718	0.01425			0.08333	0.01667			0.54650	0.00289	0.00000	0.27814	0.00027	0.00189	0.00037	0.00003	0.08658	
0.00165	0.00525			0.09232	0.00768			0.00490	0.38111	0.00001	0.25096	0.00000	0.02208	0.00011	0.00000	0.24850	
-0.30151	0.01813			0.04658	0.05342			0.71540	0.00069	0.00012	0.22632	0.00003	0.00129	0.00596	0.00000	0.00361	
-0.32101	0.01931			0.01079	0.08921			0.79526	0.00271	0.00012	0.18449	0.00008	0.00000	0.00209	0.00002	0.00444	
-0.02325	0.00596			0.07168	0.02832			0.05146	0.38995	0.00003	0.25096	0.00001	0.01122	0.00129	0.00001	0.22340	
-0.25216	0.01559			0.05184	0.04816			0.60694	0.00067	0.00009	0.26475	0.00002	0.00460	0.00368	0.00003	0.06739	
-0.18732	0.01238			0.08995	0.01005			0.46461	0.01140	0.00008	0.26620	0.00003	0.00658	0.01907	0.00068	0.14141	
-0.18193	0.01211			0.09177	0.00823			0.46461	0.01140	0.00007	0.26624	0.00000	0.00476	0.00967	0.00070	0.15077	
-0.08953	0.00823			0.09840	0.00160			0.28258	0.11815	0.00007	0.25065	0.00006	0.00136	0.00037	0.00001	0.24837	
-0.15771	0.01101			0.09616	0.00384			0.42854	0.00297	0.00000	0.27814	0.00027	0.00189	0.00088	0.00005	0.19111	
-0.32312	0.01948			0.00089	0.09911			0.79526	0.01352	0.00014	0.18449	0.00003	0.00129	0.00417	0.00000	0.00021	
-0.27156	0.01650			0.08386	0.01614			0.61805	0.00193	0.00008	0.26615	0.00009	0.01734	0.00129	0.00815	0.00306	
-0.33736	0.02045			0.03127	0.06873			0.89779	0.00064	0.00001	0.06451	0.00000	0.00005	0.00570	0.00003	0.00000	
-0.33417	0.02022			0.00193	0.09807			0.87928	0.00013	0.00009	0.10656	0.00010	0.00010	0.00074	0.00001	0.01107	
-0.25985	0.01584			0.09255	0.00745			0.60560	0.00009	0.00000	0.26538	0.00008	0.00162	0.00092	0.00001	0.03376	
-0.11328	0.00913			0.09974	0.00026			0.32563	0.08484	0.00000	0.26530	0.00002	0.00201	0.00039	0.00008	0.22199	
-0.19975	0.01317			0.03063	0.06937			0.52677	0.01271	0.00000	0.26524	0.00002	0.00207	0.00276	0.00003	0.15976	
-0.31667	0.01903			0.00441	0.09559			0.75192	0.00055	0.00002	0.23458	0.00022	0.00026	0.00589	0.00000	0.00215	
0.01309	0.00513			0.09286	0.00714			0.00015	0.38394	0.00008	0.22932	0.00000	0.00145	0.00679	0.00001	0.28540	
-0.06272	0.00727			0.09118	0.00882			0.09963	0.31498	0.00005	0.25554	0.00000	0.00017	0.04693	0.00005	0.19147	
-0.21676	0.01381			0.06693	0.03307			0.53201	0.00148	0.00001	0.28617	0.00008	0.00024	0.00036	0.00000	0.11271	
-0.16368	0.01132			0.08615	0.01385			0.45040	0.00328	0.00046	0.25934	0.00006	0.00197	0.00643	0.00001	0.19188	
-0.17253	0.01165			0.09778	0.00222			0.45389	0.00433	0.00002	0.26637	0.00006	0.00196	0.00702	0.00000	0.16856	
-0.30957	0.01862			0.05368	0.04632			0.77276	0.00100	0.00002	0.16341	0.00001	0.00144	0.00407	0.00000	0.00362	
-0.29006	0.01747			0.05919	0.04081			0.66437	0.00004	0.00002	0.27055	0.00002	0.00209	0.00074	0.00062	0.00237	
-0.08096	0.00805			0.05987	0.04013			0.18513	0.29317	0.00007	0.26752	0.00008	0.00262	0.00292	0.00009	0.18852	
-0.31407	0.01898			0.01252	0.08748			0.77562	0.01399	0.00002	0.18449	0.00003	0.00129	0.00417	0.00000	0.00787	
-0.16064	0.01116			0.09148	0.00852			0.43878	0.00728	0.00008	0.26352	0.00002	0.00103	0.00643	0.00008	0.19129	
-0.05381	0.00689			0.09108	0.00892			0.12521	0.28262	0.00000	0.28204	0.00002	0.00013	0.00129	0.00003	0.21758	
-0.06604	0.00736			0.09025	0.00975			0.13130	0.29414	0.00000	0.29377	0.00006	0.00013	0.00116	0.00003	0.18917	
-0.03205	0.00607			0.09691	0.00309			0.05209	0.38128	0.00001	0.24940	0.00005	0.03422	0.00296	0.00003	0.18303	
-0.16546	0.01157			0.06551	0.03449			0.41500	0.05797	0.00127	0.27690	0.01457	0.00042	0.00639	0.00001	0.16195	
-0.11375	0.00918			0.09264	0.00736			0.32563	0.09243	0.00000	0.26561	0.00011	0.00164	0.00029	0.00008	0.22157	
-0.08639	0.00816			0.08988	0.01012			0.18317	0.30859	0.00001	0.24854	0.00002	0.00249	0.00774	0.00003	0.15952	
-0.07714	0.00776			0.09375	0.00625			0.15616	0.29414	0.00000	0.28204	0.00001	0.00013	0.00129	0.00002	0.17248	
-0.35413	0.02163			0.01098	0.08902			0.97306	0.00012	0.00002	0.00816	0.00000	0.00000	0.00721	0.00004	0.00041	
-0.07311	0.00759			0.09338	0.00662			0.15226	0.29414	0.00000	0.27970	0.00003	0.00156	0.00003	0.00006	0.17885	
-0.31076	0.01870			0.05175	0.04825			0.77276	0.00100	0.00001	0.16341	0.00001	0.00057	0.00719	0.00003	0.00328	
-0.35915	0.02195			0.00025	0.09975			0.98927	0.00007	0.00007	0.00258	0.00009	0.00007	0.00760	0.00000	0.00000	
-0.19145	0.01270			0.06950	0.03050			0.47525	0.01140	0.00008	0.26620	0.00006	0.00730	0.01996	0.00850	0.14176	
-0.05864	0.00706			0.09761	0.00239			0.09963	0.31498	0.00005	0.26508	0.00000	0.00168	0.02945	0.00005	0.19147	
-0.07059	0.00749			0.09040	0.00960			0.15828	0.29414	0.00001	0.26662	0.00006	0.00015	0.00116	0.00003	0.18917	
-0.29782	0.01791			0.08720	0.01280			0.74055	0.00005	0.00018	0.16298	0.00002	0.00103	0.00404	0.00005	0.00390	
-0.12831	0.00988			0.07194	0.02806			0.35018	0.09916	0.00007	0.26352	0.00022	0.00133	0.00643	0.00008	0.20705	
-0.13258	0.01007			0.06690	0.03310			0.35876	0.09385	0.00002	0.27500	0.00010	0.00201	0.00075	0.00005	0.20257	
-0.12371	0.00960			0.09516	0.00484			0.30713	0.12824	0.00577	0.28315	0.00006	0.00029	0.00076	0.00001	0.17943	
-0.19501	0.01292			0.05328	0.04672			0.46597	0.00078	0.00002	0.27232	0.00006	0.00989	0.04663	0.00057	0.15047	
