# of objectives = 2, # of constraints = 2, # of real_var = 9, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
-0.35286	0.02155			0.01316	0.08684			0.97306	0.00012	0.00002	0.00816	0.00000	0.00008	0.00409	0.00000	0.00131	
-0.09810	0.00873			0.07127	0.02873			0.28949	0.11795	0.00012	0.25065	0.00006	0.00129	0.01969	0.00000	0.24949	
-0.32686	0.01975			0.02274	0.07726			0.84855	0.00479	0.00001	0.11784	0.00004	0.00166	0.00011	0.00000	0.00425	
-0.00348	0.00542			0.07430	0.02570			0.00490	0.41393	0.00001	0.25087	0.00000	0.02208	0.00011	0.00001	0.23378	
-0.26269	0.01599			0.08517	0.01483			0.59636	0.00034	0.00009	0.27417	0.00011	0.03778	0.00075	0.00006	0.00518	
-0.09941	0.00882			0.06386	0.03614			0.28949	0.12192	0.00012	0.25065	0.00003	0.00127	0.02318	0.00000	0.24949	
-0.15295	0.01080			0.09716	0.00284			0.40185	0.04639	0.00003	0.27646	0.00000	0.00027	0.00020	0.00013	0.17750	
-0.30489	0.01834			0.03330	0.06670			0.72559	0.00052	0.00001	0.22764	0.00002	0.00129	0.00600	0.00000	0.00564	
-0.23252	0.01461			0.05544	0.04456			0.57567	0.00025	0.00000	0.26429	0.00002	0.00013	0.00364	0.00001	0.10054	
-0.14162	0.01037			0.08362	0.01638			0.37837	0.08336	0.00001	0.26637	0.00001	0.00212	0.00005	0.00000	0.18609	
-0.33955	0.02081			0.03725	0.06275			0.93892	0.01046	0.00004	0.00912	0.00007	0.00230	0.00001	0.00010	0.00172	
-0.07970	0.00785			0.08536	0.01464			0.18513	0.26568	0.00007	0.26752	0.00008	0.00462	0.00292	0.00008	0.18852	
-0.33869	0.02071			0.04509	0.05491			0.93892	0.00090	0.00004	0.00912	0.00003	0.00238	0.00001	0.00000	0.00351	
-0.17766	0.01191			0.08903	0.01097			0.46597	0.00070	0.00000	0.27257	0.00006	0.01039	0.00118	0.00057	0.15953	
-0.04198	0.00645			0.09505	0.00495			0.07974	0.37549	0.00000	0.25281	0.00000	0.00602	0.00054	0.00006	0.19029	
-0.26291	0.01628			0.02653	0.07347			0.60694	0.00067	0.00001	0.25048	0.00002	0.00036	0.04523	0.00012	0.06963	
-0.24586	0.01534			0.03862	0.06138			0.59623	0.00204	0.00000	0.26331	0.00009	0.00407	0.01062	0.00008	0.08493	
-0.24318	0.01503			0.08537	0.01463			0.57945	0.00069	0.00008	0.26475	0.00001	0.00005	0.00390	0.00012	0.06557	
-0.24359	0.01516			0.05639	0.04361			0.60685	0.00025	0.00000	0.24377	0.00002	0.00406	0.00364	0.00008	0.08493	
-0.33124	0.02004			0.03793	0.06207			0.87216	0.00064	0.00001	0.08228	0.00009	0.00007	0.00570	0.00003	0.00109	
-0.29369	0.01773			0.08100	0.01900			0.73332	0.00501	0.00000	0.16298	0.00002	0.00394	0.00404	0.00012	0.00958	
-0.32950	0.02002			0.02129	0.07871			0.87928	0.00542	0.00011	0.08228	0.00006	0.00010	0.00013	0.00001	0.01132	
-0.15183	0.01077			0.09210	0.00790			0.40185	0.04639	0.00003	0.27689	0.00000	0.00027	0.00020	0.00013	0.18212	
0.00091	0.00533			0.08429	0.01571			0.00490	0.38111	0.00001	0.25246	0.00653	0.02208	0.00011	0.00000	0.24850	
-0.24749	0.01541			0.03586	0.06414			0.60685	0.00025	0.00000	0.26429	0.00002	0.00406	0.00364	0.00008	0.08493	
-0.26887	0.01639			0.07862	0.02138			0.60812	0.02022	0.00001	0.27413	0.00042	0.00031	0.00300	0.00000	0.01517	
-0.04276	0.00649			0.09423	0.00577			0.07974	0.37549	0.00001	0.25280	0.00000	0.00477	0.00260	0.00006	0.19030	
-0.23221	0.01461			0.05156	0.04844			0.57567	0.00025	0.00000	0.26429	0.00002	0.00401	0.00364	0.00001	0.10054	
-0.03071	0.00602			0.09881	0.00119			0.05209	0.37549	0.00001	0.24940	0.00005	0.03422	0.00281	0.00003	0.18708	
-0.05553	0.00704			0.08065	0.01935			0.09963	0.31498	0.00007	0.25554	0.00000	0.00017	0.03937	0.00005	0.20953	
-0.32783	0.01978			0.02701	0.07299			0.84855	0.00479	0.00001	0.11746	0.00004	0.00166	0.00016	0.00000	0.00030	
-0.24979	0.01556			0.02889	0.07111			0.60685	0.00025	0.00000	0.26429	0.00002	0.00406	0.01062	0.00008	0.08493	
-0.26504	0.01631			0.04599	0.05401			0.59636	0.00034	0.00009	0.27417	0.00011	0.03007	0.02055	0.00804	0.02428	
-0.22954	0.01436			0.08760	0.01240			0.57271	0.00005	0.00002	0.24667	0.00075	0.00215	0.00004	0.00000	0.09001	
-0.13882	0.01026			0.08444	0.01556			0.37487	0.08291	0.00047	0.25934	0.00004	0.00214	0.00389	0.00001	0.19188	
