-2.979488e+01	5.785793e-01
-1.805793e+01	2.060627e-01
-2.403958e+01	3.147951e-01
-2.865032e+01	4.952116e-01
-2.867446e+01	5.098896e-01
-2.334869e+01	2.942645e-01
-2.788579e+01	4.643442e-01
-2.502432e+01	3.460524e-01
-2.947927e+01	5.547986e-01
-2.831960e+01	4.938613e-01
-2.691827e+01	4.314969e-01
-2.283636e+01	2.815788e-01
-2.884850e+01	5.121506e-01
-1.829996e+01	2.101813e-01
-2.914550e+01	5.377359e-01
-2.721987e+01	4.508558e-01
-2.043596e+01	2.400994e-01
-2.302339e+01	2.864863e-01
-2.763704e+01	4.610863e-01
-2.671307e+01	4.261696e-01
-2.714043e+01	4.430948e-01
-2.174375e+01	2.614033e-01
-2.801459e+01	4.716547e-01
-2.081802e+01	2.466514e-01
-2.741809e+01	4.528866e-01
-2.654572e+01	4.115012e-01
-2.551153e+01	3.665190e-01
-2.824640e+01	4.796879e-01
-2.959585e+01	5.662579e-01
-1.928847e+01	2.238797e-01
-2.633197e+01	3.988013e-01
-2.586111e+01	3.812272e-01
-2.123534e+01	2.514767e-01
-2.153874e+01	2.581188e-01
-2.020359e+01	2.371132e-01
-2.810629e+01	4.743625e-01
-1.858222e+01	2.149783e-01
-2.239638e+01	2.762385e-01
-1.960551e+01	2.288351e-01
-2.752856e+01	4.580069e-01
-1.946482e+01	2.278326e-01
-2.200675e+01	2.671339e-01
-2.214452e+01	2.708921e-01
-2.658772e+01	4.203981e-01
-2.422311e+01	3.246125e-01
-2.183265e+01	2.659117e-01
-2.383628e+01	3.071797e-01
-1.842935e+01	2.132932e-01
-1.899760e+01	2.201313e-01
-2.643459e+01	4.084424e-01
-2.536989e+01	3.646062e-01
-2.232224e+01	2.718864e-01
-2.559277e+01	3.742711e-01
-2.902678e+01	5.285655e-01
-1.914814e+01	2.220960e-01
-2.481957e+01	3.395792e-01
-2.910342e+01	5.293707e-01
-2.640914e+01	4.021639e-01
-2.522967e+01	3.565189e-01
-2.597570e+01	3.877567e-01
-2.576624e+01	3.788692e-01
-2.525653e+01	3.612279e-01
-1.999552e+01	2.329884e-01
-2.342758e+01	3.033855e-01
-2.056986e+01	2.439047e-01
-2.924347e+01	5.436531e-01
-2.707142e+01	4.361184e-01
-2.422311e+01	3.246125e-01
-2.932069e+01	5.440036e-01
-2.449873e+01	3.337801e-01
-2.340546e+01	2.971025e-01
-2.361287e+01	3.051312e-01
-2.889494e+01	5.220498e-01
-2.481957e+01	3.395792e-01
-2.302339e+01	2.864863e-01
-2.890911e+01	5.223634e-01
-2.261870e+01	2.796964e-01
-2.130537e+01	2.568593e-01
-2.064742e+01	2.452730e-01
-2.258154e+01	2.789776e-01
-2.977757e+01	5.691151e-01
-2.105358e+01	2.493448e-01
-2.563042e+01	3.759241e-01
-2.978589e+01	5.775970e-01
-2.437186e+01	3.305092e-01
-2.610468e+01	3.961433e-01
-2.610468e+01	3.961433e-01
-2.602903e+01	3.886723e-01
-1.984370e+01	2.310978e-01
-2.507788e+01	3.538302e-01
-2.660909e+01	4.241593e-01
-2.829373e+01	4.850362e-01
-2.712985e+01	4.365668e-01
-2.383628e+01	3.071797e-01
-1.878773e+01	2.172622e-01
-2.940183e+01	5.503141e-01
-2.140026e+01	2.568969e-01
-2.973444e+01	5.689052e-01
-2.437186e+01	3.305092e-01
-2.105358e+01	2.493448e-01
