# of objectives = 2, # of constraints = 2, # of real_var = 9, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
1.532148e-02	5.046869e-03	9.962587e-02	3.741280e-04	1.461421e-04	3.839423e-01	7.781573e-05	2.293167e-01	7.021969e-07	1.452735e-03	2.883728e-05	8.731170e-06	2.854002e-01	0.000000e+00	1	1.000000e+14
-3.591757e-01	2.195623e-02	2.156638e-05	9.997843e-02	9.892725e-01	2.795885e-04	6.746945e-05	2.653092e-03	1.056484e-04	1.523774e-08	7.598351e-03	1.790800e-06	2.156592e-08	0.000000e+00	1	1.000000e+14
-2.765943e-01	1.688639e-02	5.943265e-02	4.056735e-02	6.264000e-01	4.269538e-02	8.329747e-05	2.641986e-01	9.602674e-07	4.484113e-03	3.864118e-04	3.428081e-05	2.284311e-03	0.000000e+00	1	3.541908e-02
-2.846958e-01	1.710845e-02	9.676070e-02	3.239298e-03	6.619640e-01	7.345156e-05	8.510438e-06	2.345831e-01	2.684147e-05	2.615923e-04	5.892164e-03	1.704772e-06	4.279956e-04	0.000000e+00	1	3.533882e-02
-2.135848e-01	1.368419e-02	6.977778e-02	3.022222e-02	5.149015e-01	2.545514e-02	1.731476e-05	2.742957e-01	8.910884e-05	4.638219e-03	7.224228e-03	3.684344e-06	1.035974e-01	0.000000e+00	1	2.987380e-02
-3.500612e-01	2.127780e-02	5.909998e-04	9.940900e-02	9.437152e-01	1.347001e-04	5.251129e-06	4.710686e-02	5.928716e-06	6.895201e-04	5.825220e-03	2.659767e-06	1.923663e-03	0.000000e+00	1	2.972198e-02
-3.438506e-01	2.095554e-02	2.924309e-02	7.075691e-02	9.437152e-01	1.347001e-04	5.251129e-06	2.393065e-02	6.144260e-06	6.895201e-04	3.491225e-04	2.659767e-06	1.923663e-03	0.000000e+00	1	2.788560e-02
-1.058385e-01	8.882319e-03	9.770894e-02	2.291058e-03	2.809452e-01	9.579905e-02	5.258256e-04	2.772618e-01	1.170092e-05	4.573526e-03	1.985425e-02	1.787202e-05	2.233019e-01	0.000000e+00	1	2.773504e-02
-2.217531e-01	1.394938e-02	9.962965e-02	3.703530e-04	5.333468e-01	1.271143e-02	3.588138e-06	2.652355e-01	2.310292e-05	1.893617e-03	2.762591e-03	9.015658e-05	8.430357e-02	0.000000e+00	1	2.705211e-02
-2.389980e-01	1.479660e-02	9.787758e-02	2.122423e-03	5.794457e-01	6.819270e-04	8.494519e-05	2.446943e-01	1.235866e-03	5.884932e-03	3.904554e-03	6.224854e-04	6.556780e-02	0.000000e+00	1	2.669257e-02
