# of objectives = 2, # of constraints = 2, # of real_var = 9, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
-3.231291e-01	5.250025e-02	-4.117450e+00	4.217450e+00	4.819182e-01	7.205979e-01	1.868038e-01	7.647133e-01	5.022237e-02	7.504616e-01	7.026660e-01	5.686773e-01	8.913894e-01	-4.117450e+00	76	1.000000e+14
-6.203039e-01	6.468028e-02	-3.553318e+00	3.653318e+00	8.440134e-01	3.056732e-01	7.421957e-01	7.713131e-01	7.877590e-01	3.875931e-01	1.264887e-01	5.825626e-01	5.719532e-03	-3.553318e+00	54	1.000000e+14
-6.268646e-01	5.868275e-02	-3.465732e+00	3.565732e+00	3.685611e-01	7.910181e-01	4.505079e-01	9.429849e-01	6.322850e-01	2.609505e-01	6.428510e-01	3.435830e-01	3.299050e-02	-3.465732e+00	50	1.000000e+14
-1.205743e-01	5.469876e-02	-2.736470e+00	2.836470e+00	1.434599e-02	7.956637e-02	6.238460e-01	3.952964e-02	8.246353e-01	9.760219e-01	5.435796e-01	1.505543e-01	4.843913e-01	-2.736470e+00	14	1.000000e+14
-4.637077e-01	5.680367e-02	-4.208742e+00	4.308742e+00	2.344065e-01	7.673793e-01	7.751862e-01	8.745113e-01	1.858309e-01	1.143906e-02	9.792488e-01	4.319494e-01	9.487904e-01	-4.208742e+00	80	1.000000e+14
-2.113848e-01	6.842832e-02	-4.260498e+00	4.360498e+00	6.504170e-01	2.402262e-01	7.756865e-01	2.323798e-01	9.400460e-01	9.587436e-01	2.065947e-01	3.840468e-01	8.723577e-01	-4.260498e+00	83	1.000000e+14
-7.722996e-01	7.846255e-02	-4.486784e+00	4.586784e+00	6.572829e-01	7.445760e-01	6.432242e-01	6.141590e-01	5.658311e-01	5.160551e-01	9.352867e-01	7.934912e-01	1.687813e-02	-4.486784e+00	93	1.000000e+14
-5.044079e-01	8.086053e-02	-5.097350e+00	5.197350e+00	6.581826e-01	2.942341e-01	7.629469e-01	3.393637e-01	8.389686e-01	7.371761e-01	8.862625e-01	8.068761e-01	7.733397e-01	-5.097350e+00	100	1.000000e+14
-5.612696e-01	6.760355e-02	-4.402770e+00	4.502770e+00	4.285152e-01	8.322745e-01	2.439132e-01	5.589381e-01	7.599274e-01	6.048604e-01	9.855681e-01	5.990071e-01	3.897663e-01	-4.402770e+00	90	1.000000e+14
-2.434604e-01	5.727526e-02	-3.579406e+00	3.679406e+00	4.001870e-01	5.137353e-01	1.077909e-01	1.042429e-01	3.114407e-02	9.591438e-01	8.853970e-01	8.563201e-01	7.214444e-01	-3.579406e+00	58	1.000000e+14
-5.692465e-01	5.806123e-02	-4.322052e+00	4.422052e+00	8.950428e-01	9.284107e-01	3.801004e-02	9.882488e-01	3.789547e-01	2.380993e-01	5.507336e-01	5.996749e-01	7.048772e-01	-4.322052e+00	86	1.000000e+14
-1.809174e-01	5.075161e-02	-3.340718e+00	3.440718e+00	9.147882e-02	4.802989e-01	1.708261e-01	2.468117e-01	3.410389e-01	5.689772e-01	8.064078e-01	8.703115e-01	7.645668e-01	-3.340718e+00	41	1.000000e+14
-5.035388e-01	6.717369e-02	-4.183623e+00	4.283623e+00	6.261389e-01	7.854322e-01	7.578271e-01	7.578389e-01	8.443866e-01	6.210123e-01	6.875990e-03	7.554811e-01	2.862936e-02	-4.183623e+00	79	1.000000e+14
-2.341741e-01	4.061761e-02	-2.635595e+00	2.735595e+00	2.792278e-01	5.613482e-02	2.122133e-01	7.396888e-01	1.340914e-01	6.456973e-01	4.059636e-01	6.360500e-01	5.265280e-01	-2.635595e+00	8	1.000000e+14
-2.570011e-01	5.036334e-02	-3.330223e+00	3.430223e+00	8.747628e-02	2.632973e-01	4.375054e-01	6.886267e-01	9.953605e-01	5.301317e-02	3.594292e-01	8.135749e-01	6.319392e-01	-3.330223e+00	40	1.000000e+14
-3.585593e-01	6.606083e-02	-4.017605e+00	4.117605e+00	6.423481e-01	6.693487e-01	4.867785e-01	9.736695e-02	2.756629e-01	9.305144e-01	6.061692e-01	8.001853e-01	5.092312e-01	-4.017605e+00	74	1.000000e+14
-3.266522e-01	5.225967e-02	-3.445754e+00	3.545754e+00	1.553539e-01	7.943193e-01	3.923127e-01	5.822851e-01	7.429047e-01	7.115713e-01	4.632573e-01	3.363776e-01	2.673718e-01	-3.445754e+00	49	1.000000e+14
-2.938798e-01	4.350683e-02	-3.000299e+00	3.100299e+00	4.028521e-01	4.849384e-01	1.178129e-01	8.873825e-01	5.274640e-01	9.370380e-01	1.640597e-01	2.009628e-01	2.777883e-01	-3.000299e+00	24	1.000000e+14
