# of objectives = 2, # of constraints = 2, # of real_var = 25, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
-29.79488	0.57858			0.00007	0.09993			0.00110	0.17971	0.00038	0.04252	0.15411	0.00010	0.00049	0.08869	0.00036	0.00370	0.00016	0.00034	0.00048	0.02557	0.00028	0.01996	0.00073	0.01124	0.04389	0.06205	0.22859	0.04924	0.04133	0.04427	0.00064	
-18.05793	0.20606			0.09227	0.00773			0.00014	0.23603	0.00040	0.00400	0.00027	0.00012	0.00035	0.08756	0.00029	0.03397	0.00005	0.04803	0.00056	0.02547	0.00003	0.02068	0.00058	0.18240	0.04387	0.06197	0.02334	0.04981	0.04219	0.04485	0.00077	
-24.03958	0.31480			0.00217	0.09783			0.00299	0.22477	0.00040	0.04720	0.00215	0.00009	0.00081	0.08664	0.00072	0.00425	0.00013	0.00048	0.00054	0.02518	0.00002	0.01972	0.00057	0.14723	0.04388	0.06375	0.18923	0.04976	0.04222	0.04445	0.00065	
-28.65032	0.49521			0.00073	0.09927			0.00019	0.23596	0.00040	0.04679	0.10673	0.00007	0.00026	0.08726	0.00028	0.00078	0.00015	0.00060	0.00049	0.02537	0.00019	0.01977	0.00056	0.00502	0.04388	0.06119	0.22854	0.04918	0.04075	0.04425	0.00062	
-28.67446	0.50989			0.00013	0.09987			0.00008	0.22542	0.00038	0.04357	0.12784	0.00006	0.00029	0.08715	0.00079	0.00084	0.00003	0.00062	0.00047	0.02552	0.00031	0.01989	0.00071	0.02126	0.04383	0.06343	0.20257	0.04974	0.03916	0.04508	0.00084	
-23.34869	0.29426			0.00281	0.09719			0.00043	0.23509	0.00032	0.03949	0.00219	0.00009	0.00034	0.08869	0.00002	0.00285	0.00013	0.00076	0.00048	0.02515	0.00002	0.01975	0.00058	0.17255	0.04388	0.06182	0.15870	0.04978	0.04888	0.04440	0.00080	
-27.88579	0.46434			0.00078	0.09922			0.00019	0.22508	0.00032	0.04704	0.08917	0.00007	0.00084	0.08726	0.00076	0.00144	0.00013	0.00073	0.00046	0.02503	0.00020	0.01982	0.00058	0.03232	0.04389	0.06193	0.22572	0.05013	0.04094	0.04455	0.00061	
-25.02432	0.34605			0.00011	0.09989			0.00021	0.22432	0.00040	0.04838	0.02715	0.00010	0.00088	0.08781	0.00074	0.00330	0.00003	0.00066	0.00053	0.02537	0.00011	0.01940	0.00057	0.12592	0.04388	0.06217	0.19258	0.04913	0.04098	0.04479	0.00048	
-29.47927	0.55480			0.00117	0.09883			0.00084	0.22294	0.00039	0.04270	0.15182	0.00008	0.00196	0.08766	0.00069	0.00082	0.00035	0.00006	0.00047	0.02507	0.00014	0.01971	0.00056	0.00212	0.04388	0.06124	0.20200	0.04914	0.03898	0.04458	0.00063	
-28.31960	0.49386			0.00032	0.09968			0.00017	0.22504	0.00040	0.04014	0.10673	0.00007	0.00026	0.08738	0.00069	0.00103	0.00015	0.00060	0.00049	0.02498	0.00006	0.01977	0.00057	0.02481	0.04388	0.06123	0.22635	0.04922	0.04077	0.04428	0.00063	
-26.91827	0.43150			0.00493	0.09507			0.00150	0.22368	0.00038	0.04385	0.08366	0.00007	0.00051	0.08976	0.00067	0.00363	0.00018	0.00073	0.00048	0.02534	0.00005	0.01970	0.00033	0.06350	0.04386	0.06337	0.19396	0.04979	0.04095	0.04455	0.00056	
-22.83636	0.28158			0.00150	0.09850			0.00016	0.21992	0.00039	0.04569	0.00041	0.00007	0.00054	0.08835	0.00064	0.02624	0.00004	0.00066	0.00041	0.02540	0.00005	0.01993	0.00061	0.17954	0.04385	0.06074	0.11182	0.04914	0.07832	0.04493	0.00066	
-28.84850	0.51215			0.00356	0.09644			0.00010	0.23573	0.00040	0.04701	0.12868	0.00007	0.00193	0.08848	0.00027	0.00081	0.00013	0.00003	0.00049	0.02539	0.00016	0.01977	0.00063	0.00552	0.04387	0.06200	0.19999	0.04918	0.04106	0.04412	0.00062	
-18.29996	0.21018			0.07258	0.02742			0.00014	0.23603	0.00040	0.00255	0.00027	0.00011	0.00096	0.08756	0.00025	0.03398	0.00005	0.04803	0.00056	0.02551	0.00004	0.02075	0.00051	0.20341	0.04387	0.06197	0.02334	0.04981	0.04219	0.04438	0.00075	
-29.14550	0.53774			0.00464	0.09536			0.00010	0.22576	0.00037	0.04675	0.14757	0.00009	0.00094	0.08842	0.00040	0.00099	0.00013	0.00061	0.00047	0.02501	0.00017	0.01985	0.00034	0.01069	0.04388	0.06110	0.18896	0.04908	0.03898	0.04406	0.00063	
-27.21987	0.45086			0.01176	0.08824			0.00010	0.22220	0.00040	0.04316	0.09849	0.00009	0.00079	0.08768	0.00025	0.00408	0.00012	0.00050	0.00048	0.02503	0.00007	0.02003	0.00050	0.05560	0.04384	0.06092	0.19987	0.04968	0.02957	0.04425	0.00055	
-20.43596	0.24010			0.00382	0.09618			0.00036	0.22401	0.00042	0.00996	0.00173	0.00007	0.00064	0.08857	0.00052	0.02984	0.00016	0.04991	0.00052	0.02513	0.00013	0.01971	0.00048	0.22826	0.04387	0.06226	0.06655	0.04930	0.04816	0.04500	0.00060	
-23.02339	0.28649			0.00053	0.09947			0.00299	0.22343	0.00040	0.04742	0.00204	0.00006	0.00055	0.08661	0.00031	0.02950	0.00004	0.00072	0.00054	0.02518	0.00012	0.01972	0.00042	0.17580	0.04384	0.06362	0.13467	0.04865	0.04733	0.04496	0.00054	
-27.63704	0.46109			0.00691	0.09309			0.00159	0.23596	0.00037	0.04321	0.08011	0.00008	0.00096	0.08702	0.00037	0.00421	0.00010	0.00043	0.00053	0.02516	0.00005	0.01975	0.00064	0.01693	0.04388	0.06290	0.23276	0.04905	0.04217	0.04415	0.00068	
-26.71307	0.42617			0.00040	0.09960			0.00005	0.22341	0.00032	0.04268	0.08751	0.00007	0.00088	0.08705	0.00081	0.00541	0.00019	0.00035	0.00052	0.02557	0.00028	0.01976	0.00073	0.08346	0.04387	0.06174	0.17783	0.05054	0.04163	0.04428	0.00064	
-27.14043	0.44309			0.00501	0.09499			0.00006	0.21854	0.00042	0.04264	0.08783	0.00007	0.00063	0.08660	0.00065	0.00011	0.00013	0.00032	0.00048	0.02538	0.00004	0.01960	0.00054	0.06414	0.04387	0.06345	0.20266	0.04924	0.04267	0.04411	0.00081	
-21.74375	0.26140			0.00234	0.09766			0.00048	0.22329	0.00032	0.03867	0.00022	0.00009	0.00055	0.08878	0.00083	0.02828	0.00007	0.03048	0.00053	0.02532	0.00032	0.01949	0.00056	0.20118	0.04389	0.06089	0.08919	0.04869	0.05014	0.04478	0.00064	
-28.01459	0.47165			0.00058	0.09942			0.00144	0.24029	0.00040	0.04296	0.08900	0.00009	0.00098	0.08755	0.00060	0.00284	0.00013	0.00037	0.00052	0.02510	0.00014	0.01975	0.00062	0.01647	0.04384	0.06045	0.23174	0.04910	0.04043	0.04412	0.00047	
